"","Date","Line Item","Value","FY","FM","Quarter","Month","Group"
"6193",2017-04-01,"Third_Party_Rent_Lease_Income",80364.86,"2018","1","1","Apr","FY17 Q2"
"6194",2017-05-01,"Third_Party_Rent_Lease_Income",71552.17,"2018","2","1","May","FY17 Q2"
"6195",2017-06-01,"Third_Party_Rent_Lease_Income",24036.43,"2018","3","1","Jun","FY17 Q2"
"6196",2017-07-01,"Third_Party_Rent_Lease_Income",55762.34,"2018","4","2","Jul","FY17 Q2"
"6197",2017-08-01,"Third_Party_Rent_Lease_Income",44113.53,"2018","5","2","Aug","FY17 Q2"
"6198",2017-09-01,"Third_Party_Rent_Lease_Income",41634.35,"2018","6","2","Sep","FY17 Q2"
"6199",2017-10-01,"Third_Party_Rent_Lease_Income",42627.68,"2018","7","3","Oct","FY17 Q2"
"6200",2017-11-01,"Third_Party_Rent_Lease_Income",45608.68,"2018","8","3","Nov","FY17 Q2"
"6201",2017-12-01,"Third_Party_Rent_Lease_Income",42582.35,"2018","9","3","Dec","FY17 Q2"
"6202",2018-01-01,"Third_Party_Rent_Lease_Income",32017.23,"2018","10","4","Jan","FY17 Q2"
"6203",2018-02-01,"Third_Party_Rent_Lease_Income",30498.11,"2018","11","4","Feb","FY17 Q2"
"6204",2018-03-01,"Third_Party_Rent_Lease_Income",26566.93,"2018","12","4","Mar","FY17 Q2"
"6205",2018-04-01,"Third_Party_Rent_Lease_Income",28746.93,"2019","1","1","Apr","FY17 Q2"
"6206",2018-05-01,"Third_Party_Rent_Lease_Income",31746.93,"2019","2","1","May","FY17 Q2"
"6207",2018-06-01,"Third_Party_Rent_Lease_Income",25746.93,"2019","3","1","Jun","FY17 Q2"
"6208",2015-12-01,"Personnel_Exp",0,"2016","9","3","Dec","FY17 Q2"
"6209",2016-01-01,"Personnel_Exp",4259.18,"2016","10","4","Jan","FY17 Q2"
"6210",2016-02-01,"Personnel_Exp",5914.01,"2016","11","4","Feb","FY17 Q2"
"6211",2016-03-01,"Personnel_Exp",7761.61,"2016","12","4","Mar","FY17 Q2"
"6212",2016-04-01,"Personnel_Exp",8168.59,"2017","1","1","Apr","FY17 Q2"
"6213",2016-05-01,"Personnel_Exp",10131.76,"2017","2","1","May","FY17 Q2"
"6214",2016-06-01,"Personnel_Exp",16300.79,"2017","3","1","Jun","FY17 Q2"
"6215",2016-07-01,"Personnel_Exp",29533.96,"2017","4","2","Jul","FY17 Q2"
"6216",2016-08-01,"Personnel_Exp",41818.43,"2017","5","2","Aug","FY17 Q2"
"6217",2016-09-01,"Personnel_Exp",75128.59,"2017","6","2","Sep","FY17 Q2"
"6218",2016-10-01,"Personnel_Exp",95141.63,"2017","7","3","Oct","FY17 Q2"
"6219",2016-11-01,"Personnel_Exp",97594.65,"2017","8","3","Nov","FY17 Q2"
"6220",2016-12-01,"Personnel_Exp",111591.93,"2017","9","3","Dec","FY17 Q2"
"6221",2017-01-01,"Personnel_Exp",109136.66,"2017","10","4","Jan","FY17 Q2"
"6222",2017-02-01,"Personnel_Exp",99384.33,"2017","11","4","Feb","FY17 Q2"
"6223",2017-03-01,"Personnel_Exp",134464.36,"2017","12","4","Mar","FY17 Q2"
"6224",2017-04-01,"Personnel_Exp",123064.99,"2018","1","1","Apr","FY17 Q2"
"6225",2017-05-01,"Personnel_Exp",136270.34,"2018","2","1","May","FY17 Q2"
"6226",2017-06-01,"Personnel_Exp",150268.14,"2018","3","1","Jun","FY17 Q2"
"6227",2017-07-01,"Personnel_Exp",154964.07,"2018","4","2","Jul","FY17 Q2"
"6228",2017-08-01,"Personnel_Exp",160964.57,"2018","5","2","Aug","FY17 Q2"
"6229",2017-09-01,"Personnel_Exp",208622.57,"2018","6","2","Sep","FY17 Q2"
"6230",2017-10-01,"Personnel_Exp",147213.22,"2018","7","3","Oct","FY17 Q2"
"6231",2017-11-01,"Personnel_Exp",142366.39,"2018","8","3","Nov","FY17 Q2"
"6232",2017-12-01,"Personnel_Exp",146682.77,"2018","9","3","Dec","FY17 Q2"
"6233",2018-01-01,"Personnel_Exp",156697.6,"2018","10","4","Jan","FY17 Q2"
"6234",2018-02-01,"Personnel_Exp",204753.09,"2018","11","4","Feb","FY17 Q2"
"6235",2018-03-01,"Personnel_Exp",122594.53,"2018","12","4","Mar","FY17 Q2"
"6236",2018-04-01,"Personnel_Exp",150335.47,"2019","1","1","Apr","FY17 Q2"
"6237",2018-05-01,"Personnel_Exp",155433.66,"2019","2","1","May","FY17 Q2"
"6238",2018-06-01,"Personnel_Exp",157291.27,"2019","3","1","Jun","FY17 Q2"
"6239",2015-12-01,"Repairs_and_Maintenance",274.59,"2016","9","3","Dec","FY17 Q2"
"6240",2016-01-01,"Repairs_and_Maintenance",3041.63,"2016","10","4","Jan","FY17 Q2"
"6241",2016-02-01,"Repairs_and_Maintenance",3825.96,"2016","11","4","Feb","FY17 Q2"
"6242",2016-03-01,"Repairs_and_Maintenance",5786.99,"2016","12","4","Mar","FY17 Q2"
"6243",2016-04-01,"Repairs_and_Maintenance",4914.01,"2017","1","1","Apr","FY17 Q2"
"6244",2016-05-01,"Repairs_and_Maintenance",1368.04,"2017","2","1","May","FY17 Q2"
"6245",2016-06-01,"Repairs_and_Maintenance",7863.33,"2017","3","1","Jun","FY17 Q2"
"6246",2016-07-01,"Repairs_and_Maintenance",7637.56,"2017","4","2","Jul","FY17 Q2"
"6247",2016-08-01,"Repairs_and_Maintenance",5967.35,"2017","5","2","Aug","FY17 Q2"
"6248",2016-09-01,"Repairs_and_Maintenance",67920.99,"2017","6","2","Sep","FY17 Q2"
"6249",2016-10-01,"Repairs_and_Maintenance",44929.97,"2017","7","3","Oct","FY17 Q2"
"6250",2016-11-01,"Repairs_and_Maintenance",23043.66,"2017","8","3","Nov","FY17 Q2"
"6251",2016-12-01,"Repairs_and_Maintenance",25799.73,"2017","9","3","Dec","FY17 Q2"
"6252",2017-01-01,"Repairs_and_Maintenance",76000.74,"2017","10","4","Jan","FY17 Q2"
"6253",2017-02-01,"Repairs_and_Maintenance",37974.5,"2017","11","4","Feb","FY17 Q2"
"6254",2017-03-01,"Repairs_and_Maintenance",34666.03,"2017","12","4","Mar","FY17 Q2"
"6255",2017-04-01,"Repairs_and_Maintenance",83666.67,"2018","1","1","Apr","FY17 Q2"
"6256",2017-05-01,"Repairs_and_Maintenance",19546.04,"2018","2","1","May","FY17 Q2"
"6257",2017-06-01,"Repairs_and_Maintenance",28400.02,"2018","3","1","Jun","FY17 Q2"
"6258",2017-07-01,"Repairs_and_Maintenance",18966.48,"2018","4","2","Jul","FY17 Q2"
"6259",2017-08-01,"Repairs_and_Maintenance",25941.8,"2018","5","2","Aug","FY17 Q2"
"6260",2017-09-01,"Repairs_and_Maintenance",40937.29,"2018","6","2","Sep","FY17 Q2"
"6261",2017-10-01,"Repairs_and_Maintenance",24910.46,"2018","7","3","Oct","FY17 Q2"
"6262",2017-11-01,"Repairs_and_Maintenance",17980.19,"2018","8","3","Nov","FY17 Q2"
"6263",2017-12-01,"Repairs_and_Maintenance",23971.36,"2018","9","3","Dec","FY17 Q2"
"6264",2018-01-01,"Repairs_and_Maintenance",34887.54,"2018","10","4","Jan","FY17 Q2"
"6265",2018-02-01,"Repairs_and_Maintenance",36565.75,"2018","11","4","Feb","FY17 Q2"
"6266",2018-03-01,"Repairs_and_Maintenance",36908.7,"2018","12","4","Mar","FY17 Q2"
"6267",2018-04-01,"Repairs_and_Maintenance",32163.34,"2019","1","1","Apr","FY17 Q2"
"6268",2018-05-01,"Repairs_and_Maintenance",29094.4,"2019","2","1","May","FY17 Q2"
"6269",2018-06-01,"Repairs_and_Maintenance",47566.68,"2019","3","1","Jun","FY17 Q2"
"6270",2015-12-01,"Utility_Exp",0,"2016","9","3","Dec","FY17 Q2"
"6271",2016-01-01,"Utility_Exp",203.95,"2016","10","4","Jan","FY17 Q2"
"6272",2016-02-01,"Utility_Exp",471.16,"2016","11","4","Feb","FY17 Q2"
"6273",2016-03-01,"Utility_Exp",535.72,"2016","12","4","Mar","FY17 Q2"
"6274",2016-04-01,"Utility_Exp",577.2,"2017","1","1","Apr","FY17 Q2"
"6275",2016-05-01,"Utility_Exp",539.23,"2017","2","1","May","FY17 Q2"
"6276",2016-06-01,"Utility_Exp",533.84,"2017","3","1","Jun","FY17 Q2"
"6277",2016-07-01,"Utility_Exp",1320.57,"2017","4","2","Jul","FY17 Q2"
"6278",2016-08-01,"Utility_Exp",1528.24,"2017","5","2","Aug","FY17 Q2"
"6279",2016-09-01,"Utility_Exp",7370.55,"2017","6","2","Sep","FY17 Q2"
"6280",2016-10-01,"Utility_Exp",21255.49,"2017","7","3","Oct","FY17 Q2"
"6281",2016-11-01,"Utility_Exp",14997.28,"2017","8","3","Nov","FY17 Q2"
"6282",2016-12-01,"Utility_Exp",32330.76,"2017","9","3","Dec","FY17 Q2"
"6283",2017-01-01,"Utility_Exp",66013.76,"2017","10","4","Jan","FY17 Q2"
"6284",2017-02-01,"Utility_Exp",47412.59,"2017","11","4","Feb","FY17 Q2"
"6285",2017-03-01,"Utility_Exp",41311.11,"2017","12","4","Mar","FY17 Q2"
"6286",2017-04-01,"Utility_Exp",34747.76,"2018","1","1","Apr","FY17 Q2"
"6287",2017-05-01,"Utility_Exp",31867.86,"2018","2","1","May","FY17 Q2"
"6288",2017-06-01,"Utility_Exp",23611.19,"2018","3","1","Jun","FY17 Q2"
"6289",2017-07-01,"Utility_Exp",28276.15,"2018","4","2","Jul","FY17 Q2"
"6290",2017-08-01,"Utility_Exp",35085.27,"2018","5","2","Aug","FY17 Q2"
"6291",2017-09-01,"Utility_Exp",31230.96,"2018","6","2","Sep","FY17 Q2"
"6292",2017-10-01,"Utility_Exp",27372.93,"2018","7","3","Oct","FY17 Q2"
"6293",2017-11-01,"Utility_Exp",38392.06,"2018","8","3","Nov","FY17 Q2"
"6294",2017-12-01,"Utility_Exp",62649.02,"2018","9","3","Dec","FY17 Q2"
"6295",2018-01-01,"Utility_Exp",90999.71,"2018","10","4","Jan","FY17 Q2"
"6296",2018-02-01,"Utility_Exp",78605.97,"2018","11","4","Feb","FY17 Q2"
"6297",2018-03-01,"Utility_Exp",88767.17,"2018","12","4","Mar","FY17 Q2"
"6298",2018-04-01,"Utility_Exp",70652.82,"2019","1","1","Apr","FY17 Q2"
"6299",2018-05-01,"Utility_Exp",59547.72,"2019","2","1","May","FY17 Q2"
"6300",2018-06-01,"Utility_Exp",41582.46,"2019","3","1","Jun","FY17 Q2"
"6301",2015-12-01,"Telephone_Exp",0,"2016","9","3","Dec","FY17 Q2"
"6302",2016-01-01,"Telephone_Exp",149.14,"2016","10","4","Jan","FY17 Q2"
"6303",2016-02-01,"Telephone_Exp",112.5,"2016","11","4","Feb","FY17 Q2"
"6304",2016-03-01,"Telephone_Exp",113.08,"2016","12","4","Mar","FY17 Q2"
"6305",2016-04-01,"Telephone_Exp",114.68,"2017","1","1","Apr","FY17 Q2"
"6306",2016-05-01,"Telephone_Exp",147.64,"2017","2","1","May","FY17 Q2"
"6307",2016-06-01,"Telephone_Exp",177.88,"2017","3","1","Jun","FY17 Q2"
"6308",2016-07-01,"Telephone_Exp",469.2,"2017","4","2","Jul","FY17 Q2"
"6309",2016-08-01,"Telephone_Exp",1091.58,"2017","5","2","Aug","FY17 Q2"
"6310",2016-09-01,"Telephone_Exp",5379.44,"2017","6","2","Sep","FY17 Q2"
"6311",2016-10-01,"Telephone_Exp",4617.35,"2017","7","3","Oct","FY17 Q2"
"6312",2016-11-01,"Telephone_Exp",5468.6,"2017","8","3","Nov","FY17 Q2"
"6313",2016-12-01,"Telephone_Exp",6578.13,"2017","9","3","Dec","FY17 Q2"
"6314",2017-01-01,"Telephone_Exp",4033.25,"2017","10","4","Jan","FY17 Q2"
"6315",2017-02-01,"Telephone_Exp",12358.11,"2017","11","4","Feb","FY17 Q2"
"6316",2017-03-01,"Telephone_Exp",5130.57,"2017","12","4","Mar","FY17 Q2"
"6317",2017-04-01,"Telephone_Exp",3473.75,"2018","1","1","Apr","FY17 Q2"
"6318",2017-05-01,"Telephone_Exp",4217.71,"2018","2","1","May","FY17 Q2"
"6319",2017-06-01,"Telephone_Exp",3347.8,"2018","3","1","Jun","FY17 Q2"
"6320",2017-07-01,"Telephone_Exp",2636.11,"2018","4","2","Jul","FY17 Q2"
"6321",2017-08-01,"Telephone_Exp",4389.59,"2018","5","2","Aug","FY17 Q2"
"6322",2017-09-01,"Telephone_Exp",4020.56,"2018","6","2","Sep","FY17 Q2"
"6323",2017-10-01,"Telephone_Exp",3654.78,"2018","7","3","Oct","FY17 Q2"
"6324",2017-11-01,"Telephone_Exp",4256.96,"2018","8","3","Nov","FY17 Q2"
"6325",2017-12-01,"Telephone_Exp",5950.31,"2018","9","3","Dec","FY17 Q2"
"6326",2018-01-01,"Telephone_Exp",3953.17,"2018","10","4","Jan","FY17 Q2"
"6327",2018-02-01,"Telephone_Exp",3675.53,"2018","11","4","Feb","FY17 Q2"
"6328",2018-03-01,"Telephone_Exp",4079.64,"2018","12","4","Mar","FY17 Q2"
"6329",2018-04-01,"Telephone_Exp",5000,"2019","1","1","Apr","FY17 Q2"
"6330",2018-05-01,"Telephone_Exp",4348.48,"2019","2","1","May","FY17 Q2"
"6331",2018-06-01,"Telephone_Exp",5465.38,"2019","3","1","Jun","FY17 Q2"
"6332",2015-12-01,"Advertising_Exp",5690.99,"2016","9","3","Dec","FY17 Q2"
"6333",2016-01-01,"Advertising_Exp",2400.16,"2016","10","4","Jan","FY17 Q2"
"6334",2016-02-01,"Advertising_Exp",77.78,"2016","11","4","Feb","FY17 Q2"
"6335",2016-03-01,"Advertising_Exp",107.13,"2016","12","4","Mar","FY17 Q2"
"6336",2016-04-01,"Advertising_Exp",103.44,"2017","1","1","Apr","FY17 Q2"
"6337",2016-05-01,"Advertising_Exp",13.46,"2017","2","1","May","FY17 Q2"
"6338",2016-06-01,"Advertising_Exp",5452.87,"2017","3","1","Jun","FY17 Q2"
"6339",2016-07-01,"Advertising_Exp",5363.44,"2017","4","2","Jul","FY17 Q2"
"6340",2016-08-01,"Advertising_Exp",14429.08,"2017","5","2","Aug","FY17 Q2"
"6341",2016-09-01,"Advertising_Exp",13705.32,"2017","6","2","Sep","FY17 Q2"
"6342",2016-10-01,"Advertising_Exp",8386.94,"2017","7","3","Oct","FY17 Q2"
"6343",2016-11-01,"Advertising_Exp",3878.8,"2017","8","3","Nov","FY17 Q2"
"6344",2016-12-01,"Advertising_Exp",4258.61,"2017","9","3","Dec","FY17 Q2"
"6345",2017-01-01,"Advertising_Exp",3579.47,"2017","10","4","Jan","FY17 Q2"
"6346",2017-02-01,"Advertising_Exp",3615.62,"2017","11","4","Feb","FY17 Q2"
"6347",2017-03-01,"Advertising_Exp",2527.07,"2017","12","4","Mar","FY17 Q2"
"6348",2017-04-01,"Advertising_Exp",2727.16,"2018","1","1","Apr","FY17 Q2"
"6349",2017-05-01,"Advertising_Exp",4001.46,"2018","2","1","May","FY17 Q2"
"6350",2017-06-01,"Advertising_Exp",3005.31,"2018","3","1","Jun","FY17 Q2"
"6351",2017-07-01,"Advertising_Exp",5908.93,"2018","4","2","Jul","FY17 Q2"
"6352",2017-08-01,"Advertising_Exp",4838.93,"2018","5","2","Aug","FY17 Q2"
"6353",2017-09-01,"Advertising_Exp",7292.16,"2018","6","2","Sep","FY17 Q2"
"6354",2017-10-01,"Advertising_Exp",3755.35,"2018","7","3","Oct","FY17 Q2"
"6355",2017-11-01,"Advertising_Exp",3351.1,"2018","8","3","Nov","FY17 Q2"
"6356",2017-12-01,"Advertising_Exp",1766.59,"2018","9","3","Dec","FY17 Q2"
"6357",2018-01-01,"Advertising_Exp",2046.67,"2018","10","4","Jan","FY17 Q2"
"6358",2018-02-01,"Advertising_Exp",1593.29,"2018","11","4","Feb","FY17 Q2"
"6359",2018-03-01,"Advertising_Exp",2849.76,"2018","12","4","Mar","FY17 Q2"
"6360",2018-04-01,"Advertising_Exp",5976.31,"2019","1","1","Apr","FY17 Q2"
"6361",2018-05-01,"Advertising_Exp",-4192.86,"2019","2","1","May","FY17 Q2"
"6362",2018-06-01,"Advertising_Exp",2209.03,"2019","3","1","Jun","FY17 Q2"
"6363",2015-12-01,"Supplies",1545.7,"2016","9","3","Dec","FY17 Q2"
"6364",2016-01-01,"Supplies",1374.36,"2016","10","4","Jan","FY17 Q2"
"6365",2016-02-01,"Supplies",824.55,"2016","11","4","Feb","FY17 Q2"
"6366",2016-03-01,"Supplies",2019.52,"2016","12","4","Mar","FY17 Q2"
"6367",2016-04-01,"Supplies",430.92,"2017","1","1","Apr","FY17 Q2"
"6368",2016-05-01,"Supplies",374.47,"2017","2","1","May","FY17 Q2"
"6369",2016-06-01,"Supplies",4620.65,"2017","3","1","Jun","FY17 Q2"
"6370",2016-07-01,"Supplies",3209.19,"2017","4","2","Jul","FY17 Q2"
"6371",2016-08-01,"Supplies",16046.21,"2017","5","2","Aug","FY17 Q2"
"6372",2016-09-01,"Supplies",11997.01,"2017","6","2","Sep","FY17 Q2"
"6373",2016-10-01,"Supplies",8673.16,"2017","7","3","Oct","FY17 Q2"
"6374",2016-11-01,"Supplies",13952.49,"2017","8","3","Nov","FY17 Q2"
"6375",2016-12-01,"Supplies",11269.31,"2017","9","3","Dec","FY17 Q2"
"6376",2017-01-01,"Supplies",5934.43,"2017","10","4","Jan","FY17 Q2"
"6377",2017-02-01,"Supplies",7160.68,"2017","11","4","Feb","FY17 Q2"
"6378",2017-03-01,"Supplies",11109.69,"2017","12","4","Mar","FY17 Q2"
"6379",2017-04-01,"Supplies",4219.58,"2018","1","1","Apr","FY17 Q2"
"6380",2017-05-01,"Supplies",8163.8,"2018","2","1","May","FY17 Q2"
"6381",2017-06-01,"Supplies",6240.52,"2018","3","1","Jun","FY17 Q2"
"6382",2017-07-01,"Supplies",8906.06,"2018","4","2","Jul","FY17 Q2"
"6383",2017-08-01,"Supplies",5239.21,"2018","5","2","Aug","FY17 Q2"
"6384",2017-09-01,"Supplies",11097.75,"2018","6","2","Sep","FY17 Q2"
"6385",2017-10-01,"Supplies",15356.65,"2018","7","3","Oct","FY17 Q2"
"6386",2017-11-01,"Supplies",8734.9,"2018","8","3","Nov","FY17 Q2"
"6387",2017-12-01,"Supplies",10241.34,"2018","9","3","Dec","FY17 Q2"
"6388",2018-01-01,"Supplies",9654.37,"2018","10","4","Jan","FY17 Q2"
"6389",2018-02-01,"Supplies",10208.61,"2018","11","4","Feb","FY17 Q2"
"6390",2018-03-01,"Supplies",11632.12,"2018","12","4","Mar","FY17 Q2"
"6391",2018-04-01,"Supplies",8858.86,"2019","1","1","Apr","FY17 Q2"
"6392",2018-05-01,"Supplies",11202.55,"2019","2","1","May","FY17 Q2"
"6393",2018-06-01,"Supplies",9597.3,"2019","3","1","Jun","FY17 Q2"
"6394",2015-12-01,"Lease_Exp",0,"2016","9","3","Dec","FY17 Q2"
"6395",2016-01-01,"Lease_Exp",0,"2016","10","4","Jan","FY17 Q2"
"6396",2016-02-01,"Lease_Exp",0,"2016","11","4","Feb","FY17 Q2"
"6397",2016-03-01,"Lease_Exp",88,"2016","12","4","Mar","FY17 Q2"
"6398",2016-04-01,"Lease_Exp",0,"2017","1","1","Apr","FY17 Q2"
"6399",2016-05-01,"Lease_Exp",0,"2017","2","1","May","FY17 Q2"
"6400",2016-06-01,"Lease_Exp",0,"2017","3","1","Jun","FY17 Q2"
"6401",2016-07-01,"Lease_Exp",0,"2017","4","2","Jul","FY17 Q2"
"6402",2016-08-01,"Lease_Exp",1645.54,"2017","5","2","Aug","FY17 Q2"
"6403",2016-09-01,"Lease_Exp",963.54,"2017","6","2","Sep","FY17 Q2"
"6404",2016-10-01,"Lease_Exp",0,"2017","7","3","Oct","FY17 Q2"
"6405",2016-11-01,"Lease_Exp",0,"2017","8","3","Nov","FY17 Q2"
"6406",2016-12-01,"Lease_Exp",0,"2017","9","3","Dec","FY17 Q2"
"6407",2017-01-01,"Lease_Exp",0,"2017","10","4","Jan","FY17 Q2"
"6408",2017-02-01,"Lease_Exp",0,"2017","11","4","Feb","FY17 Q2"
"6409",2017-03-01,"Lease_Exp",0,"2017","12","4","Mar","FY17 Q2"
"6410",2017-04-01,"Lease_Exp",0,"2018","1","1","Apr","FY17 Q2"
"6411",2017-05-01,"Lease_Exp",0,"2018","2","1","May","FY17 Q2"
"6412",2017-06-01,"Lease_Exp",0,"2018","3","1","Jun","FY17 Q2"
"6413",2017-07-01,"Lease_Exp",2552.96,"2018","4","2","Jul","FY17 Q2"
"6414",2017-08-01,"Lease_Exp",0,"2018","5","2","Aug","FY17 Q2"
"6415",2017-09-01,"Lease_Exp",154.57,"2018","6","2","Sep","FY17 Q2"
"6416",2017-10-01,"Lease_Exp",0,"2018","7","3","Oct","FY17 Q2"
"6417",2017-11-01,"Lease_Exp",0,"2018","8","3","Nov","FY17 Q2"
"6418",2017-12-01,"Lease_Exp",0,"2018","9","3","Dec","FY17 Q2"
"6419",2018-01-01,"Lease_Exp",859.48,"2018","10","4","Jan","FY17 Q2"
"6420",2018-02-01,"Lease_Exp",600,"2018","11","4","Feb","FY17 Q2"
"6421",2018-03-01,"Lease_Exp",0,"2018","12","4","Mar","FY17 Q2"
"6422",2018-04-01,"Lease_Exp",0,"2019","1","1","Apr","FY17 Q2"
"6423",2018-05-01,"Lease_Exp",0,"2019","2","1","May","FY17 Q2"
"6424",2018-06-01,"Lease_Exp",0,"2019","3","1","Jun","FY17 Q2"
"6425",2015-12-01,"Liab_Insurance",0,"2016","9","3","Dec","FY17 Q2"
"6426",2016-01-01,"Liab_Insurance",91.2,"2016","10","4","Jan","FY17 Q2"
"6427",2016-02-01,"Liab_Insurance",188.07,"2016","11","4","Feb","FY17 Q2"
"6428",2016-03-01,"Liab_Insurance",253.21,"2016","12","4","Mar","FY17 Q2"
"6429",2016-04-01,"Liab_Insurance",331.91,"2017","1","1","Apr","FY17 Q2"
"6430",2016-05-01,"Liab_Insurance",408.89,"2017","2","1","May","FY17 Q2"
"6431",2016-06-01,"Liab_Insurance",1099.58,"2017","3","1","Jun","FY17 Q2"
"6432",2016-07-01,"Liab_Insurance",1388.22,"2017","4","2","Jul","FY17 Q2"
"6433",2016-08-01,"Liab_Insurance",3213.62,"2017","5","2","Aug","FY17 Q2"
"6434",2016-09-01,"Liab_Insurance",5330.29,"2017","6","2","Sep","FY17 Q2"
"6435",2016-10-01,"Liab_Insurance",5731.52,"2017","7","3","Oct","FY17 Q2"
"6436",2016-11-01,"Liab_Insurance",5743.41,"2017","8","3","Nov","FY17 Q2"
"6437",2016-12-01,"Liab_Insurance",6349.54,"2017","9","3","Dec","FY17 Q2"
"6438",2017-01-01,"Liab_Insurance",5184.43,"2017","10","4","Jan","FY17 Q2"
"6439",2017-02-01,"Liab_Insurance",5252.47,"2017","11","4","Feb","FY17 Q2"
"6440",2017-03-01,"Liab_Insurance",9397.99,"2017","12","4","Mar","FY17 Q2"
"6441",2017-04-01,"Liab_Insurance",11726.43,"2018","1","1","Apr","FY17 Q2"
"6442",2017-05-01,"Liab_Insurance",11837.18,"2018","2","1","May","FY17 Q2"
"6443",2017-06-01,"Liab_Insurance",14458.31,"2018","3","1","Jun","FY17 Q2"
"6444",2017-07-01,"Liab_Insurance",14396.85,"2018","4","2","Jul","FY17 Q2"
"6445",2017-08-01,"Liab_Insurance",16020.07,"2018","5","2","Aug","FY17 Q2"
"6446",2017-09-01,"Liab_Insurance",12589.49,"2018","6","2","Sep","FY17 Q2"
"6447",2017-10-01,"Liab_Insurance",12227.27,"2018","7","3","Oct","FY17 Q2"
"6448",2017-11-01,"Liab_Insurance",8949.8,"2018","8","3","Nov","FY17 Q2"
"6449",2017-12-01,"Liab_Insurance",9965.33,"2018","9","3","Dec","FY17 Q2"
"6450",2018-01-01,"Liab_Insurance",9138.52,"2018","10","4","Jan","FY17 Q2"
"6451",2018-02-01,"Liab_Insurance",8341.34,"2018","11","4","Feb","FY17 Q2"
"6452",2018-03-01,"Liab_Insurance",8671.56,"2018","12","4","Mar","FY17 Q2"
"6453",2018-04-01,"Liab_Insurance",11285.58,"2019","1","1","Apr","FY17 Q2"
"6454",2018-05-01,"Liab_Insurance",13889.48,"2019","2","1","May","FY17 Q2"
"6455",2018-06-01,"Liab_Insurance",13818.77,"2019","3","1","Jun","FY17 Q2"
"6456",2015-12-01,"Property_Tax",0,"2016","9","3","Dec","FY17 Q2"
"6457",2016-01-01,"Property_Tax",0,"2016","10","4","Jan","FY17 Q2"
"6458",2016-02-01,"Property_Tax",0,"2016","11","4","Feb","FY17 Q2"
"6459",2016-03-01,"Property_Tax",0,"2016","12","4","Mar","FY17 Q2"
"6460",2016-04-01,"Property_Tax",0,"2017","1","1","Apr","FY17 Q2"
"6461",2016-05-01,"Property_Tax",0,"2017","2","1","May","FY17 Q2"
"6462",2016-06-01,"Property_Tax",0,"2017","3","1","Jun","FY17 Q2"
"6463",2016-07-01,"Property_Tax",13197,"2017","4","2","Jul","FY17 Q2"
"6464",2016-08-01,"Property_Tax",51026.14,"2017","5","2","Aug","FY17 Q2"
"6465",2016-09-01,"Property_Tax",78651.19,"2017","6","2","Sep","FY17 Q2"
"6466",2016-10-01,"Property_Tax",79014.9,"2017","7","3","Oct","FY17 Q2"
"6467",2016-11-01,"Property_Tax",80024.79,"2017","8","3","Nov","FY17 Q2"
"6468",2016-12-01,"Property_Tax",80007.54,"2017","9","3","Dec","FY17 Q2"
"6469",2017-01-01,"Property_Tax",80411.69,"2017","10","4","Jan","FY17 Q2"
"6470",2017-02-01,"Property_Tax",80300.66,"2017","11","4","Feb","FY17 Q2"
"6471",2017-03-01,"Property_Tax",234080.5,"2017","12","4","Mar","FY17 Q2"
"6472",2017-04-01,"Property_Tax",83425.78,"2018","1","1","Apr","FY17 Q2"
"6473",2017-05-01,"Property_Tax",83506.19,"2018","2","1","May","FY17 Q2"
"6474",2017-06-01,"Property_Tax",93631.84,"2018","3","1","Jun","FY17 Q2"
"6475",2017-07-01,"Property_Tax",90065.96,"2018","4","2","Jul","FY17 Q2"
"6476",2017-08-01,"Property_Tax",90189.09,"2018","5","2","Aug","FY17 Q2"
"6477",2017-09-01,"Property_Tax",99522.77,"2018","6","2","Sep","FY17 Q2"
"6478",2017-10-01,"Property_Tax",92681.98,"2018","7","3","Oct","FY17 Q2"
"6479",2017-11-01,"Property_Tax",92678.96,"2018","8","3","Nov","FY17 Q2"
"6480",2017-12-01,"Property_Tax",93688.91,"2018","9","3","Dec","FY17 Q2"
"6481",2018-01-01,"Property_Tax",93967.46,"2018","10","4","Jan","FY17 Q2"
"6482",2018-02-01,"Property_Tax",93744.39,"2018","11","4","Feb","FY17 Q2"
"6483",2018-03-01,"Property_Tax",183549.97,"2018","12","4","Mar","FY17 Q2"
"6484",2018-04-01,"Property_Tax",93618.89,"2019","1","1","Apr","FY17 Q2"
"6485",2018-05-01,"Property_Tax",93659.72,"2019","2","1","May","FY17 Q2"
"6486",2018-06-01,"Property_Tax",95777.43,"2019","3","1","Jun","FY17 Q2"
"6487",2015-12-01,"Bad_Debt_Exp",0,"2016","9","3","Dec","FY17 Q2"
"6488",2016-01-01,"Bad_Debt_Exp",0,"2016","10","4","Jan","FY17 Q2"
"6489",2016-02-01,"Bad_Debt_Exp",0,"2016","11","4","Feb","FY17 Q2"
"6490",2016-03-01,"Bad_Debt_Exp",0,"2016","12","4","Mar","FY17 Q2"
"6491",2016-04-01,"Bad_Debt_Exp",0,"2017","1","1","Apr","FY17 Q2"
"6492",2016-05-01,"Bad_Debt_Exp",0,"2017","2","1","May","FY17 Q2"
"6493",2016-06-01,"Bad_Debt_Exp",0,"2017","3","1","Jun","FY17 Q2"
